asset_id,css_class,category_id,category_slug,category_name,sequence_in_category,source_size,work_size,source_file,source_decoded,clean_png_512,svg_512_tight,webp_original_transparent,webp_background_1920,bg_remove_method,bbox_512_alpha,visible_area_pct_512,svg_path_count,svg_file_chars,review_flags
wafo-05-wish_guide-014,wafo-asset--05-wish_guide-014,05,wish_guide,Wish Guide 需求導購願望方向,14,1254x1254,max512,05_Wish_Guide_#U9700#U6c42#U5c0e#U8cfc#U9858#U671b#U65b9#U5411/#U83ef#U9e97#U8ca1#U5bf6#U7897#U7684#U5716#U6848.png,05_Wish_Guide_需求導購願望方向/華麗財寶碗的圖案.png,01_clean_png_512_transparent/05_wish_guide/wafo-05-wish_guide-014.png,02_svg_512_tight_currentColor/05_wish_guide/wafo-05-wish_guide-014.svg,03_webp_original_transparent_q86/05_wish_guide/wafo-05-wish_guide-014.webp,04_webp_background_1920x1080/05_wish_guide/wafo-05-wish_guide-014-bg1920.webp,v2_fast_clean_then_svg,"26,14,486,498",27.913,268,22718,complex_svg_many_paths
wafo-05-wish_guide-017,wafo-asset--05-wish_guide-017,05,wish_guide,Wish Guide 需求導購願望方向,17,1254x1254,max512,05_Wish_Guide_#U9700#U6c42#U5c0e#U8cfc#U9858#U671b#U65b9#U5411/#U8ca1#U5bcc#U8c61#U5fb5#U8207#U795e#U8056#U5716#U6848.png,05_Wish_Guide_需求導購願望方向/財富象徵與神聖圖案.png,01_clean_png_512_transparent/05_wish_guide/wafo-05-wish_guide-017.png,02_svg_512_tight_currentColor/05_wish_guide/wafo-05-wish_guide-017.svg,03_webp_original_transparent_q86/05_wish_guide/wafo-05-wish_guide-017.webp,04_webp_background_1920x1080/05_wish_guide/wafo-05-wish_guide-017-bg1920.webp,v2_fast_clean_then_svg,"76,15,435,497",11.911,278,23812,complex_svg_many_paths
wafo-05-wish_guide-018,wafo-asset--05-wish_guide-018,05,wish_guide,Wish Guide 需求導購願望方向,18,1254x1254,max512,05_Wish_Guide_#U9700#U6c42#U5c0e#U8cfc#U9858#U671b#U65b9#U5411/#U8ca1#U795e#U5750#U96f2#U7aef.png,05_Wish_Guide_需求導購願望方向/財神坐雲端.png,01_clean_png_512_transparent/05_wish_guide/wafo-05-wish_guide-018.png,02_svg_512_tight_currentColor/05_wish_guide/wafo-05-wish_guide-018.svg,03_webp_original_transparent_q86/05_wish_guide/wafo-05-wish_guide-018.webp,04_webp_background_1920x1080/05_wish_guide/wafo-05-wish_guide-018-bg1920.webp,v2_fast_clean_then_svg,"77,14,435,498",21.319,412,26603,complex_svg_many_paths
wafo-06-trust_source-008,wafo-asset--06-trust_source-008,06,trust_source,Trust Source 品牌信任來源保證,8,1254x1254,max512,06_Trust_Source_#U54c1#U724c#U4fe1#U4efb#U4f86#U6e90#U4fdd#U8b49/#U7cbe#U7dfb#U6cf0#U5f0f#U5178#U79ae#U4f9b#U54c1#U63d2#U5716.png,06_Trust_Source_品牌信任來源保證/精緻泰式典禮供品插圖.png,01_clean_png_512_transparent/06_trust_source/wafo-06-trust_source-008.png,02_svg_512_tight_currentColor/06_trust_source/wafo-06-trust_source-008.svg,03_webp_original_transparent_q86/06_trust_source/wafo-06-trust_source-008.webp,04_webp_background_1920x1080/06_trust_source/wafo-06-trust_source-008-bg1920.webp,v2_fast_clean_then_svg,"48,14,464,498",21.137,418,25111,complex_svg_many_paths
wafo-07-blog_knowledge-006,wafo-asset--07-blog_knowledge-006,07,blog_knowledge,Blog Knowledge BLOG知識庫圖標,6,1254x1254,max512,07_Blog_Knowledge_BLOG#U77e5#U8b58#U5eab#U5716#U6a19/#U6cf0#U5f0f#U7d93#U6587#U8207#U5409#U7965#U7269#U5fbd#U7ae0.png,07_Blog_Knowledge_BLOG知識庫圖標/泰式經文與吉祥物徽章.png,01_clean_png_512_transparent/07_blog_knowledge/wafo-07-blog_knowledge-006.png,02_svg_512_tight_currentColor/07_blog_knowledge/wafo-07-blog_knowledge-006.svg,03_webp_original_transparent_q86/07_blog_knowledge/wafo-07-blog_knowledge-006.webp,04_webp_background_1920x1080/07_blog_knowledge/wafo-07-blog_knowledge-006-bg1920.webp,v2_fast_clean_then_svg,"51,14,461,497",18.027,331,23982,complex_svg_many_paths
wafo-08-thai_ornament-002,wafo-asset--08-thai_ornament-002,08,thai_ornament,Thai Ornament 傳統泰式紋樣,2,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U4f5b#U773c#U5716#U6848#U88dd#U98fe#U63d2#U756b.png,08_Thai_Ornament_傳統泰式紋樣/佛眼圖案裝飾插畫.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-002.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-002.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-002.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-002-bg1920.webp,v2_fast_clean_then_svg,"14,17,498,494",20.879,266,21145,complex_svg_many_paths
wafo-08-thai_ornament-013,wafo-asset--08-thai_ornament-013,08,thai_ornament,Thai Ornament 傳統泰式紋樣,13,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U6cf0#U570b#U4f5b#U6559#U98a8#U683c#U88dd#U98fe#U5716#U6a23.png,08_Thai_Ornament_傳統泰式紋樣/泰國佛教風格裝飾圖樣.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-013.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-013.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-013.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-013-bg1920.webp,v2_fast_clean_then_svg,"15,18,497,494",15.874,421,26903,complex_svg_many_paths
wafo-08-thai_ornament-014,wafo-asset--08-thai_ornament-014,08,thai_ornament,Thai Ornament 傳統泰式紋樣,14,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U6cf0#U5f0f#U4f5b#U6559#U795e#U8056#U7d0b#U6a23#U5716#U793a.png,08_Thai_Ornament_傳統泰式紋樣/泰式佛教神聖紋樣圖示.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-014.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-014.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-014.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-014-bg1920.webp,v2_fast_clean_then_svg,"14,19,498,493",22.855,442,30010,complex_svg_many_paths
wafo-08-thai_ornament-033,wafo-asset--08-thai_ornament-033,08,thai_ornament,Thai Ornament 傳統泰式紋樣,33,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U795e#U8056#U5e7e#U4f55#U5716#U6848#U8a2d#U8a08.png,08_Thai_Ornament_傳統泰式紋樣/神聖幾何圖案設計.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-033.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-033.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-033.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-033-bg1920.webp,v2_fast_clean_then_svg,"109,15,403,497",16.409,328,24552,complex_svg_many_paths
wafo-08-thai_ornament-034,wafo-asset--08-thai_ornament-034,08,thai_ornament,Thai Ornament 傳統泰式紋樣,34,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U795e#U8056#U5e7e#U4f55#U66fc#U837c#U7f85#U5716#U6848.png,08_Thai_Ornament_傳統泰式紋樣/神聖幾何曼荼羅圖案.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-034.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-034.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-034.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-034-bg1920.webp,v2_fast_clean_then_svg,"26,15,486,497",15.994,291,22264,complex_svg_many_paths
wafo-08-thai_ornament-035,wafo-asset--08-thai_ornament-035,08,thai_ornament,Thai Ornament 傳統泰式紋樣,35,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U795e#U8056#U5e7e#U4f55#U7d0b#U98fe#U5716#U6848.png,08_Thai_Ornament_傳統泰式紋樣/神聖幾何紋飾圖案.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-035.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-035.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-035.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-035-bg1920.webp,v2_fast_clean_then_svg,"18,15,494,497",14.407,265,18966,complex_svg_many_paths
wafo-08-thai_ornament-038,wafo-asset--08-thai_ornament-038,08,thai_ornament,Thai Ornament 傳統泰式紋樣,38,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U7cbe#U7dfb#U7684#U91d1#U7dda#U84ee#U82b1#U66fc#U9640#U7f85.png,08_Thai_Ornament_傳統泰式紋樣/精緻的金線蓮花曼陀羅.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-038.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-038.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-038.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-038-bg1920.webp,v2_fast_clean_then_svg,"55,15,457,497",16.755,357,26210,complex_svg_many_paths
wafo-08-thai_ornament-042,wafo-asset--08-thai_ornament-042,08,thai_ornament,Thai Ornament 傳統泰式紋樣,42,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U83ef#U9e97#U7684#U6cf0#U5f0f#U795e#U7378#U5716#U6848.png,08_Thai_Ornament_傳統泰式紋樣/華麗的泰式神獸圖案.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-042.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-042.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-042.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-042-bg1920.webp,v2_fast_clean_then_svg,"101,15,410,497",17.205,402,26132,complex_svg_many_paths
wafo-08-thai_ornament-043,wafo-asset--08-thai_ornament-043,08,thai_ornament,Thai Ornament 傳統泰式紋樣,43,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U83ef#U9e97#U7684#U6cf0#U5f0f#U7d0b#U98fe#U8a2d#U8a08.png,08_Thai_Ornament_傳統泰式紋樣/華麗的泰式紋飾設計.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-043.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-043.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-043.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-043-bg1920.webp,v2_fast_clean_then_svg,"100,15,412,497",17.586,398,25865,complex_svg_many_paths
wafo-08-thai_ornament-048,wafo-asset--08-thai_ornament-048,08,thai_ornament,Thai Ornament 傳統泰式紋樣,48,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U91d1#U8272#U66fc#U9640#U7f85#U88dd#U98fe#U8a2d#U8a08.png,08_Thai_Ornament_傳統泰式紋樣/金色曼陀羅裝飾設計.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-048.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-048.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-048.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-048-bg1920.webp,v2_fast_clean_then_svg,"18,14,493,498",28.534,462,34337,complex_svg_many_paths
wafo-08-thai_ornament-051,wafo-asset--08-thai_ornament-051,08,thai_ornament,Thai Ornament 傳統泰式紋樣,51,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U91d1#U8272#U6cd5#U9640#U84ee#U82b1#U5716#U6a23.png,08_Thai_Ornament_傳統泰式紋樣/金色法陀蓮花圖樣.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-051.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-051.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-051.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-051-bg1920.webp,v2_fast_clean_then_svg,"117,15,395,497",19.178,510,31780,complex_svg_many_paths
wafo-08-thai_ornament-052,wafo-asset--08-thai_ornament-052,08,thai_ornament,Thai Ornament 傳統泰式紋樣,52,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U91d1#U8272#U6cf0#U5f0f#U4f5b#U6559#U7b26#U865f#U5716#U7d0b.png,08_Thai_Ornament_傳統泰式紋樣/金色泰式佛教符號圖紋.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-052.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-052.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-052.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-052-bg1920.webp,v2_fast_clean_then_svg,"15,15,496,497",24.709,416,28382,complex_svg_many_paths
wafo-08-thai_ornament-055,wafo-asset--08-thai_ornament-055,08,thai_ornament,Thai Ornament 傳統泰式紋樣,55,1254x1254,max512,08_Thai_Ornament_#U50b3#U7d71#U6cf0#U5f0f#U7d0b#U6a23/#U91d1#U8272#U706b#U7130#U66fc#U9640#U7f85#U8a2d#U8a08.png,08_Thai_Ornament_傳統泰式紋樣/金色火焰曼陀羅設計.png,01_clean_png_512_transparent/08_thai_ornament/wafo-08-thai_ornament-055.png,02_svg_512_tight_currentColor/08_thai_ornament/wafo-08-thai_ornament-055.svg,03_webp_original_transparent_q86/08_thai_ornament/wafo-08-thai_ornament-055.webp,04_webp_background_1920x1080/08_thai_ornament/wafo-08-thai_ornament-055-bg1920.webp,v2_fast_clean_then_svg,"12,12,500,500",50.412,1303,87326,complex_svg_many_paths
wafo-10-divider-005,wafo-asset--10-divider-005,10,divider,Divider 分隔線,5,1254x1254,max512,10_Divider_#U5206#U9694#U7dda/#U6cf0#U5973#U795e#U7dda#U689d#U85dd#U8853#U8096#U50cf.png,10_Divider_分隔線/泰女神線條藝術肖像.png,01_clean_png_512_transparent/10_divider/wafo-10-divider-005.png,02_svg_512_tight_currentColor/10_divider/wafo-10-divider-005.svg,03_webp_original_transparent_q86/10_divider/wafo-10-divider-005.webp,04_webp_background_1920x1080/10_divider/wafo-10-divider-005-bg1920.webp,v2_fast_clean_then_svg,"97,14,414,498",18.01,282,19311,complex_svg_many_paths
wafo-10-divider-006,wafo-asset--10-divider-006,10,divider,Divider 分隔線,6,1254x1254,max512,10_Divider_#U5206#U9694#U7dda/#U6cf0#U5f0f#U5b88#U8b77#U795e#U7dda#U689d#U5716.png,10_Divider_分隔線/泰式守護神線條圖.png,01_clean_png_512_transparent/10_divider/wafo-10-divider-006.png,02_svg_512_tight_currentColor/10_divider/wafo-10-divider-006.svg,03_webp_original_transparent_q86/10_divider/wafo-10-divider-006.webp,04_webp_background_1920x1080/10_divider/wafo-10-divider-006-bg1920.webp,v2_fast_clean_then_svg,"125,15,387,497",22.39,374,17654,complex_svg_many_paths
wafo-10-divider-007,wafo-asset--10-divider-007,10,divider,Divider 分隔線,7,1254x1254,max512,10_Divider_#U5206#U9694#U7dda/#U6cf0#U5f0f#U795e#U7947#U7dda#U689d#U8096#U50cf.png,10_Divider_分隔線/泰式神祇線條肖像.png,01_clean_png_512_transparent/10_divider/wafo-10-divider-007.png,02_svg_512_tight_currentColor/10_divider/wafo-10-divider-007.svg,03_webp_original_transparent_q86/10_divider/wafo-10-divider-007.webp,04_webp_background_1920x1080/10_divider/wafo-10-divider-007-bg1920.webp,v2_fast_clean_then_svg,"102,14,409,498",17.542,296,19560,complex_svg_many_paths
wafo-10-divider-012,wafo-asset--10-divider-012,10,divider,Divider 分隔線,12,1254x1254,max512,10_Divider_#U5206#U9694#U7dda/#U6ed5#U6c34#U5973#U795e#U7dda#U689d#U756b.png,10_Divider_分隔線/滕水女神線條畫.png,01_clean_png_512_transparent/10_divider/wafo-10-divider-012.png,02_svg_512_tight_currentColor/10_divider/wafo-10-divider-012.svg,03_webp_original_transparent_q86/10_divider/wafo-10-divider-012.webp,04_webp_background_1920x1080/10_divider/wafo-10-divider-012-bg1920.webp,v2_fast_clean_then_svg,"116,15,395,497",15.851,272,20231,complex_svg_many_paths
wafo-10-divider-016,wafo-asset--10-divider-016,10,divider,Divider 分隔線,16,1254x1254,max512,10_Divider_#U5206#U9694#U7dda/#U8ca1#U795e#U50cf#U7dda#U689d#U5716.png,10_Divider_分隔線/財神像線條圖.png,01_clean_png_512_transparent/10_divider/wafo-10-divider-016.png,02_svg_512_tight_currentColor/10_divider/wafo-10-divider-016.svg,03_webp_original_transparent_q86/10_divider/wafo-10-divider-016.webp,04_webp_background_1920x1080/10_divider/wafo-10-divider-016-bg1920.webp,v2_fast_clean_then_svg,"87,14,424,498",21.266,340,26130,complex_svg_many_paths
wafo-10-divider-018,wafo-asset--10-divider-018,10,divider,Divider 分隔線,18,1254x1254,max512,10_Divider_#U5206#U9694#U7dda/#U91d1#U8272#U795e#U7947#U7dda#U689d#U756b.png,10_Divider_分隔線/金色神祇線條畫.png,01_clean_png_512_transparent/10_divider/wafo-10-divider-018.png,02_svg_512_tight_currentColor/10_divider/wafo-10-divider-018.svg,03_webp_original_transparent_q86/10_divider/wafo-10-divider-018.webp,04_webp_background_1920x1080/10_divider/wafo-10-divider-018-bg1920.webp,v2_fast_clean_then_svg,"80,15,431,497",18.795,347,19789,complex_svg_many_paths
wafo-14-reference_extracted-003,wafo-asset--14-reference_extracted-003,14,reference_extracted,Reference Extracted 參考取出待整理,3,1254x1254,max512,14_Reference_Extracted_#U53c3#U8003#U53d6#U51fa#U5f85#U6574#U7406/#U4f5b#U6559#U8b77#U8eab#U7b26#U5716#U6a19#U5408#U96c6.png,14_Reference_Extracted_參考取出待整理/佛教護身符圖標合集.png,01_clean_png_512_transparent/14_reference_extracted/wafo-14-reference_extracted-003.png,02_svg_512_tight_currentColor/14_reference_extracted/wafo-14-reference_extracted-003.svg,03_webp_original_transparent_q86/14_reference_extracted/wafo-14-reference_extracted-003.webp,04_webp_background_1920x1080/14_reference_extracted/wafo-14-reference_extracted-003-bg1920.webp,v2_fast_clean_then_svg,"16,14,495,498",29.566,434,27692,complex_svg_many_paths
wafo-14-reference_extracted-006,wafo-asset--14-reference_extracted-006,14,reference_extracted,Reference Extracted 參考取出待整理,6,1254x1254,max512,14_Reference_Extracted_#U53c3#U8003#U53d6#U51fa#U5f85#U6574#U7406/#U6cf0#U570b#U6587#U5316#U98a8#U683c#U5716#U793a#U96c6#U5408.png,14_Reference_Extracted_參考取出待整理/泰國文化風格圖示集合.png,01_clean_png_512_transparent/14_reference_extracted/wafo-14-reference_extracted-006.png,02_svg_512_tight_currentColor/14_reference_extracted/wafo-14-reference_extracted-006.svg,03_webp_original_transparent_q86/14_reference_extracted/wafo-14-reference_extracted-006.webp,04_webp_background_1920x1080/14_reference_extracted/wafo-14-reference_extracted-006-bg1920.webp,v2_fast_clean_then_svg,"15,33,497,478",17.06,428,31884,complex_svg_many_paths
wafo-14-reference_extracted-007,wafo-asset--14-reference_extracted-007,14,reference_extracted,Reference Extracted 參考取出待整理,7,1448x1086,max512,14_Reference_Extracted_#U53c3#U8003#U53d6#U51fa#U5f85#U6574#U7406/#U795e#U7947#U5716#U9451_#U4e9e#U6d32#U795e#U9748#U7b26#U865f.png,14_Reference_Extracted_參考取出待整理/神祇圖鑑_亞洲神靈符號.png,01_clean_png_512_transparent/14_reference_extracted/wafo-14-reference_extracted-007.png,02_svg_512_tight_currentColor/14_reference_extracted/wafo-14-reference_extracted-007.svg,03_webp_original_transparent_q86/14_reference_extracted/wafo-14-reference_extracted-007.webp,04_webp_background_1920x1080/14_reference_extracted/wafo-14-reference_extracted-007-bg1920.webp,v2_fast_clean_then_svg,"14,85,498,427",21.228,363,25680,complex_svg_many_paths
wafo-14-reference_extracted-012,wafo-asset--14-reference_extracted-012,14,reference_extracted,Reference Extracted 參考取出待整理,12,1254x1254,max512,14_Reference_Extracted_#U53c3#U8003#U53d6#U51fa#U5f85#U6574#U7406/#U91d1#U8272#U4f5b#U6559#U8b77#U7b26#U5716#U793a#U5408#U96c6.png,14_Reference_Extracted_參考取出待整理/金色佛教護符圖示合集.png,01_clean_png_512_transparent/14_reference_extracted/wafo-14-reference_extracted-012.png,02_svg_512_tight_currentColor/14_reference_extracted/wafo-14-reference_extracted-012.svg,03_webp_original_transparent_q86/14_reference_extracted/wafo-14-reference_extracted-012.webp,04_webp_background_1920x1080/14_reference_extracted/wafo-14-reference_extracted-012-bg1920.webp,v2_fast_clean_then_svg,"47,14,465,498",24.499,427,25699,complex_svg_many_paths
