asset_id,category,sub_category,sub_category_zh,original_filename,svg_currentColor,svg_gold,png_black,png_gold,css_class,github_pages_svg,github_pages_png_gold,frontstage_level
wafo-15-simple-001,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,佛像吊墜圖示,assets/svg/15_wafo_simple_icon/wafo-15-simple-001.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-001.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-001.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-001.png,wafo-simple-icon--001,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-001.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-001.png,A_public
wafo-15-simple-002,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,佛像吊墜設計,assets/svg/15_wafo_simple_icon/wafo-15-simple-002.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-002.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-002.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-002.png,wafo-simple-icon--002,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-002.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-002.png,A_public
wafo-15-simple-003,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,佛像吊飾圖案,assets/svg/15_wafo_simple_icon/wafo-15-simple-003.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-003.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-003.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-003.png,wafo-simple-icon--003,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-003.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-003.png,A_public
wafo-15-simple-004,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,冥想中的佛像吊飾,assets/svg/15_wafo_simple_icon/wafo-15-simple-004.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-004.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-004.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-004.png,wafo-simple-icon--004,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-004.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-004.png,A_public
wafo-15-simple-005,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,冥想中的佛像圖像,assets/svg/15_wafo_simple_icon/wafo-15-simple-005.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-005.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-005.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-005.png,wafo-simple-icon--005,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-005.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-005.png,A_public
wafo-15-simple-006,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,冥想中的佛陀图示,assets/svg/15_wafo_simple_icon/wafo-15-simple-006.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-006.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-006.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-006.png,wafo-simple-icon--006,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-006.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-006.png,A_public
wafo-15-simple-007,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,冥想佛像線條圖示,assets/svg/15_wafo_simple_icon/wafo-15-simple-007.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-007.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-007.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-007.png,wafo-simple-icon--007,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-007.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-007.png,A_public
wafo-15-simple-008,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,禪坐佛像吊飾圖案,assets/svg/15_wafo_simple_icon/wafo-15-simple-008.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-008.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-008.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-008.png,wafo-simple-icon--008,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-008.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-008.png,A_public
wafo-15-simple-009,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,禪定佛像吊飾設計,assets/svg/15_wafo_simple_icon/wafo-15-simple-009.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-009.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-009.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-009.png,wafo-simple-icon--009,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-009.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-009.png,A_public
wafo-15-simple-010,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,簡約佛像三角吊墜設計,assets/svg/15_wafo_simple_icon/wafo-15-simple-010.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-010.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-010.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-010.png,wafo-simple-icon--010,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-010.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-010.png,A_public
wafo-15-simple-011,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,簡約佛像線條插畫,assets/svg/15_wafo_simple_icon/wafo-15-simple-011.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-011.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-011.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-011.png,wafo-simple-icon--011,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-011.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-011.png,A_public
wafo-15-simple-012,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,簡約禪意佛像插畫,assets/svg/15_wafo_simple_icon/wafo-15-simple-012.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-012.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-012.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-012.png,wafo-simple-icon--012,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-012.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-012.png,A_public
wafo-15-simple-013,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,簡約靜謐的佛像插圖,assets/svg/15_wafo_simple_icon/wafo-15-simple-013.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-013.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-013.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-013.png,wafo-simple-icon--013,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-013.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-013.png,A_public
wafo-15-simple-014,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,臥佛線條插畫,assets/svg/15_wafo_simple_icon/wafo-15-simple-014.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-014.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-014.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-014.png,wafo-simple-icon--014,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-014.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-014.png,A_public
wafo-15-simple-015,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,靜謐佛像簡線畫,assets/svg/15_wafo_simple_icon/wafo-15-simple-015.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-015.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-015.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-015.png,wafo-simple-icon--015,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-015.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-015.png,A_public
wafo-15-simple-016,15_wafo_simple_icon,buddhist_amulet_form,佛教本體與佛牌形制,黑白佛像圖案,assets/svg/15_wafo_simple_icon/wafo-15-simple-016.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-016.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-016.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-016.png,wafo-simple-icon--016,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-016.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-016.png,A_public
wafo-15-simple-017,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,供品盤與花果簡圖,assets/svg/15_wafo_simple_icon/wafo-15-simple-017.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-017.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-017.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-017.png,wafo-simple-icon--017,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-017.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-017.png,A_public
wafo-15-simple-018,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,傳統油燈圖示,assets/svg/15_wafo_simple_icon/wafo-15-simple-018.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-018.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-018.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-018.png,wafo-simple-icon--018,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-018.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-018.png,A_public
wafo-15-simple-019,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,儀式用碗與刷子,assets/svg/15_wafo_simple_icon/wafo-15-simple-019.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-019.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-019.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-019.png,wafo-simple-icon--019,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-019.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-019.png,A_public
wafo-15-simple-020,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,兩支蠟燭插立,assets/svg/15_wafo_simple_icon/wafo-15-simple-020.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-020.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-020.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-020.png,wafo-simple-icon--020,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-020.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-020.png,A_public
wafo-15-simple-021,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,圓形碗形圖示,assets/svg/15_wafo_simple_icon/wafo-15-simple-021.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-021.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-021.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-021.png,wafo-simple-icon--021,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-021.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-021.png,A_public
wafo-15-simple-022,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,對稱的佛塔符號,assets/svg/15_wafo_simple_icon/wafo-15-simple-022.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-022.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-022.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-022.png,wafo-simple-icon--022,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-022.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-022.png,A_public
wafo-15-simple-023,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,泰式花環插畫,assets/svg/15_wafo_simple_icon/wafo-15-simple-023.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-023.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-023.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-023.png,wafo-simple-icon--023,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-023.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-023.png,A_public
wafo-15-simple-024,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,祖先牌位與燭火圖示,assets/svg/15_wafo_simple_icon/wafo-15-simple-024.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-024.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-024.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-024.png,wafo-simple-icon--024,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-024.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-024.png,A_public
wafo-15-simple-025,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,祝福的手與聖物,assets/svg/15_wafo_simple_icon/wafo-15-simple-025.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-025.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-025.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-025.png,wafo-simple-icon--025,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-025.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-025.png,A_public
wafo-15-simple-026,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,簡約的擺盤托盤設計,assets/svg/15_wafo_simple_icon/wafo-15-simple-026.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-026.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-026.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-026.png,wafo-simple-icon--026,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-026.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-026.png,A_public
wafo-15-simple-027,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,簡約祭壇與燈火圖示,assets/svg/15_wafo_simple_icon/wafo-15-simple-027.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-027.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-027.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-027.png,wafo-simple-icon--027,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-027.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-027.png,A_public
wafo-15-simple-028,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,聖水瓶線條圖示,assets/svg/15_wafo_simple_icon/wafo-15-simple-028.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-028.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-028.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-028.png,wafo-simple-icon--028,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-028.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-028.png,A_public
wafo-15-simple-029,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,蓮花蠟燭圖示,assets/svg/15_wafo_simple_icon/wafo-15-simple-029.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-029.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-029.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-029.png,wafo-simple-icon--029,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-029.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-029.png,A_public
wafo-15-simple-030,15_wafo_simple_icon,ritual_offering,法會供奉與儀式用品,香爐與煙霧,assets/svg/15_wafo_simple_icon/wafo-15-simple-030.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-030.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-030.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-030.png,wafo-simple-icon--030,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-030.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-030.png,A_public
wafo-15-simple-031,15_wafo_simple_icon,product_accessory_container,商品配件與容器展示,化妝粉罐簡約圖示,assets/svg/15_wafo_simple_icon/wafo-15-simple-031.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-031.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-031.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-031.png,wafo-simple-icon--031,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-031.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-031.png,A_public
wafo-15-simple-032,15_wafo_simple_icon,product_accessory_container,商品配件與容器展示,吊墜或小藥瓶圖示,assets/svg/15_wafo_simple_icon/wafo-15-simple-032.svg,assets/svg/15_wafo_simple_icon_gold/wafo-15-simple-032.svg,assets/png512/15_wafo_simple_icon/wafo-15-simple-032.png,assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-032.png,wafo-simple-icon--032,https://bertwang.github.io/wafo-assets/assets/svg/15_wafo_simple_icon/wafo-15-simple-032.svg,https://bertwang.github.io/wafo-assets/assets/png512/15_wafo_simple_icon_gold/wafo-15-simple-032.png,A_public
